Image_id,material_image_id,style_tags_boho,style_tags_industrial,style_tags_minimalist,style_tags_scandinavian,material_type_fabric,material_type_glass,material_type_leather,material_type_marble,material_type_metal,material_type_stone,material_type_tile,material_type_wood,clean_design_description,user_preference,color1,color2,color3
23,23,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Incorporating simple decor, this warm kitchen focuses on supple stools to define the kitchen.",prefers light woods and natural fabrics,#37A8D3, #3AB39E, #0BFA98
24,24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Incorporating functional layouts, this hygge kitchen focuses on porcelain backsplashes to define the kitchen.",likes cozy atmospheres with functional design,#1A9786, #47E9C8, #690F0C
25,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"The interior of this kitchen uses walnut dining tables heavily, creating an edgy atmosphere complete with high ceilings.","wants a modern, urban atmosphere",#92AA52, #D30CEA, #20F36D
26,26,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"This bedroom embraces a streamlined design, highlighted by classic armchairs.",prefers simplicity and neutral palettes,#0C013C, #59AB10, #D85D65
27,27,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Designed with a warehouse-inspired aesthetic, this living room showcases linen curtains alongside visible ductwork.","wants a modern, urban atmosphere",#182E6A, #A45CB0, #64D302
28,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,A clean bathroom featuring industrial table legs and functional furniture.,likes clean lines and clutter-free spaces,#2385F7, #EA9CAD, #C3F35A
29,29,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,The pure vibe of this living room is perfectly complemented by its glossy coffee tables.,prefers simplicity and neutral palettes,#203BBE, #7B4891, #23C535
30,30,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"The interior of this living room uses rich sofas heavily, creating a bright atmosphere complete with simple decor.",likes cozy atmospheres with functional design,#9B90DD, #0B29DE, #14E0D6
31,31,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Designed with a vibrant aesthetic, this bathroom showcases cotton blankets alongside potted plants.",likes vibrant colors and handmade decor,#788623, #151FA5, #B4F276
32,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,The utilitarian vibe of this bathroom is perfectly complemented by its reclaimed bed frames.,"wants a modern, urban atmosphere",#EED7C1, #73DCEB, #AA2D19
33,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"The interior of this living room uses worn poufs heavily, creating an understated atmosphere complete with open living room.",prefers simplicity and neutral palettes,#6E7803, #5084D6, #C12A7C
34,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"This kitchen embraces a cozy design, highlighted by veined coffee tables.",prefers natural fabrics and artistic patterns,#B3F6FA, #65D51C, #4EA8F9
35,35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,The hygge vibe of this living room is perfectly complemented by its reclaimed dining tables.,wants warm minimalism and neutral colors,#30D8D6, #8AD080, #29A5C7
36,36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,The sleek vibe of this bedroom is perfectly complemented by its earthy accent walls.,prefers simplicity and neutral palettes,#148F0B, #AE78E9, #FA6164
37,37,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,The clean vibe of this living room is perfectly complemented by its frosted large windows.,wants a calm and functional design,#1237C1, #599AAF, #C5AED2
38,38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"The interior of this kitchen uses solid fireplaces heavily, creating a bold atmosphere complete with visible ductwork.",likes metal finishes and exposed structures,#205ACD, #0FE4B5, #9945D3
39,39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"This bedroom embraces a serene design, highlighted by steel shelving units.",wants a calm and functional design,#53459E, #36719A, #B7E386
40,40,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"The interior of this living room uses walnut cabinetry heavily, creating a warm atmosphere complete with muted colors.",prefers light woods and natural fabrics,#631E48, #2BCEFE, #661B9B
41,41,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,A stunning kitchen that mixes natural light with ceramic patios for a truly nordic feel.,prefers light woods and natural fabrics,#D21AF0, #B63013, #D7F23A
42,42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"The interior of this bathroom uses glazed bathroom islands heavily, creating a bright atmosphere complete with soft textiles.",likes cozy atmospheres with functional design,#02658D, #A4CD1B, #C04E8F
43,43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,The understated vibe of this bathroom is perfectly complemented by its patterned feature borders.,prefers simplicity and neutral palettes,#3039C4, #5CAE34, #EFE1AF
44,44,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"This kitchen embraces a serene design, highlighted by classic benches.",likes clean lines and clutter-free spaces,#DD5430, #EA7DF9, #106FC3
45,45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Beautifully styled, this kitchen offers heavy shelving units paired with macrame wall hangings in an eclectic setting.",loves eclectic vibes and cozy textures,#0E2808, #888A18, #433531
46,46,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Designed with a cozy aesthetic, this living room showcases velvet draperies alongside potted plants.",likes vibrant colors and handmade decor,#BB8D25, #569B78, #816F0F
47,47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"The interior of this kitchen uses pine wood countertops beautifully, creating a bright atmosphere complete with indoor greenery.",prefers light woods and natural fabrics,#067995, #82E0DB, #E828ED
48,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"The interior of this kitchen uses reclaimed paneling heavily, creating an unconventional atmosphere complete with vintage finds.",likes vibrant colors and handmade decor,#D8479A, #5497FA, #E918E7
49,49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,A simple bathroom featuring natural accent walls and monochrome palettes.,wants a calm and functional design,#14B87D, #3ABE41, #C5CDF7
50,50,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Designed with a raw aesthetic, this kitchen showcases iron table legs alongside exposed pipes.",likes metal finishes and exposed structures,#D71482, #5D57B7, #565204
51,51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"This bedroom embraces a nordic design, highlighted by natural accent walls.",prefers light woods and natural fabrics,#A30ACC, #AD7722, #38ED04
52,52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,A utilitarian bedroom featuring mosaic flooring and exposed pipes.,"wants a modern, urban atmosphere",#BAEFEE, #0666B8, #E25DFE
53,53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,A stunning living room that mixes bare walls with iron hardware for a truly sleek feel.,prefers simplicity and neutral palettes,#5EDB1B, #0243F8, #FE9794
54,54,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,The bright vibe of this bedroom is perfectly complemented by its worn poufs.,likes cozy atmospheres with functional design,#C66E87, #22671D, #D0B6E4
55,55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Incorporating potted plants, this unconventional bathroom focuses on classic fireplaces to define the bathroom.",prefers natural fabrics and artistic patterns,#32AE15, #6E13EE, #C8B543
56,56,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"The interior of this living room uses rich sofas heavily, creating a pure atmosphere complete with clean lines.",wants a calm and functional design,#C962DE, #E88E7B, #E96938
57,57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Incorporating exposed pipes, this edgy bathroom focuses on smooth coffee tables to define the bathroom.","wants a modern, urban atmosphere",#B06247, #793480, #110EB5
58,58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Incorporating exposed pipes, this unfinished kitchen focuses on veined flooring to define the kitchen.",prefers raw textures and darker tones,#89ACFE, #079025, #61F7F5
59,59,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Incorporating clean lines, this serene bedroom focuses on premium accent chairs to define the bedroom.",prefers simplicity and neutral palettes,#D72725, #08C308, #65410F
60,60,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"This kitchen embraces a hygge design, highlighted by copper light fixtures.",prefers light woods and natural fabrics,#35D196, #C2D094, #B8CB3A
61,61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Designed with an earthy aesthetic, this kitchen showcases luxurious fireplaces alongside macrame wall hangings.",likes vibrant colors and handmade decor,#3C3C9C, #B04001, #2C2F94
62,62,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,A stunning living room that mixes simple decor with veined fireplaces for a truly cozy feel.,prefers light woods and natural fabrics,#6E4B8F, #1B203E, #94C97C
63,63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A earthy kitchen featuring pine exposed beams and layered patterns.,loves eclectic vibes and cozy textures,#DD4329, #046727, #CCCE82
64,64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,A utilitarian kitchen featuring rough accent walls and open layouts.,likes metal finishes and exposed structures,#2FE8CE, #C8CCDE, #5552EC
65,65,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"This kitchen embraces a clean design, highlighted by woven placemats and runners.",wants a calm and functional design,#FD0050, #8FFBC3, #3EF40B
66,66,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"This bathroom embraces an understated design, highlighted by transparent large windows.",prefers simplicity and neutral palettes,#C0F476, #660ECC, #D26191
67,67,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Designed with a raw aesthetic, this bathroom showcases linen blankets alongside open layouts.",likes metal finishes and exposed structures,#06CF62, #04D55D, #0F0530
68,68,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,A bold living room featuring terracotta tile details and metal fixtures.,"wants a modern, urban atmosphere",#831035, #D5D171, #828F24
69,69,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"This kitchen embraces a bohemian design, highlighted by distressed accent chairs.",loves eclectic vibes and cozy textures,#64B8C2, #90AD86, #1297CB
70,70,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Beautifully styled, this bathroom offers reclaimed wood shelving paired with high ceilings in a raw setting.",likes metal finishes and exposed structures,#FDCE78, #178D26, #3CAB72
71,71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,A stunning bedroom that mixes hidden storage with glazed patios for a truly understated feel.,wants a calm and functional design,#78BC09, #3FD8F6, #813CF6
72,72,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"This bathroom embraces a bright design, highlighted by glazed patios.",prefers light woods and natural fabrics,#3ECC6F, #498BAC, #AA59DB
73,73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,The eclectic vibe of this kitchen is perfectly complemented by its pine dining tables.,likes vibrant colors and handmade decor,#893364, #98C7C7, #C01DAC
74,74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,A relaxed living room featuring heavy shelving units and woven baskets.,likes vibrant colors and handmade decor,#F92717, #606D54, #2F4CBB
75,75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Incorporating monochrome palettes, this understated kitchen focuses on patterned backsplashes to define the kitchen.",prefers simplicity and neutral palettes,#C5D748, #866908, #7E3342
76,76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,A stunning kitchen that mixes open kitchen with glossy kitchen islands for a truly understated feel.,wants a calm and functional design,#2D09F9, #099529, #DC9B61
77,77,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Incorporating monochrome palettes, this sleek bedroom focuses on plush blankets to define the bedroom.",prefers simplicity and neutral palettes,#BDB5AF, #A9EC0C, #5C5034
78,78,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A stunning bedroom that mixes simple decor with velvet sofas for a truly nordic feel.,wants warm minimalism and neutral colors,#FD1783, #785BA1, #2F439B
79,79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Incorporating organic forms, this nordic bedroom focuses on smooth coffee tables to define the bedroom.",likes cozy atmospheres with functional design,#A1B6AB, #D3F818, #5D9814
80,80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,The utilitarian vibe of this bedroom is perfectly complemented by its copper bar stools.,likes metal finishes and exposed structures,#B024BC, #2C4AA7, #5467B8
81,81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A stunning kitchen that mixes macrame wall hangings with oak shelves for a truly unconventional feel.,loves eclectic vibes and cozy textures,#3EC277, #819B9F, #7E5D9F
82,82,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Beautifully styled, this bedroom offers upholstered rugs paired with simple decor in a cozy setting.",prefers light woods and natural fabrics,#CD3850, #1C9CE7, #EE76F4
83,83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Designed with an unconventional aesthetic, this kitchen showcases polished accents alongside vintage finds.",likes vibrant colors and handmade decor,#1DAC89, #AB20C3, #AC33BC
84,84,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Designed with an utilitarian aesthetic, this living room showcases velvet rugs alongside vintage lighting.",prefers raw textures and darker tones,#166557, #725D8B, #8B4640
85,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,A streamlined bedroom featuring smooth bedroom vanities and bare walls.,prefers simplicity and neutral palettes,#A6D601, #A207C5, #F6A2A8
86,86,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,A stunning living room that mixes visible ductwork with steel bar stools for a truly rugged feel.,prefers raw textures and darker tones,#951D52, #175761, #DA5977
87,87,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"The interior of this bathroom uses classic coffee tables heavily, creating a serene atmosphere complete with bare walls.",likes clean lines and clutter-free spaces,#2250CB, #D95D0F, #23C05B
88,88,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,A stunning kitchen that mixes monochrome palettes with smooth fireplaces for a truly sleek feel.,likes clean lines and clutter-free spaces,#DEB027, #432CBF, #6C2C35
89,89,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,The simple vibe of this bathroom is perfectly complemented by its polished coffee tables.,prefers simplicity and neutral palettes,#EA67FA, #A20D8A, #6AE023
90,90,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"This bedroom embraces an eclectic design, highlighted by distressed upholstery.",likes vibrant colors and handmade decor,#B73F09, #0DD5B6, #F60164
91,91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Beautifully styled, this bathroom offers solid fireplaces paired with vintage finds in an unconventional setting.",prefers natural fabrics and artistic patterns,#E9D4BE, #0C23AF, #0D27F4
92,92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A unconventional kitchen featuring rustic paneling and potted plants.,prefers natural fabrics and artistic patterns,#EA28B8, #93043B, #F7762A
93,93,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"The interior of this kitchen uses shiny bar stools heavily, creating an understated atmosphere complete with geometric shapes.",wants a calm and functional design,#5FD7E9, #F040FD, #AF03BD
94,94,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Designed with a simple aesthetic, this living room showcases transparent partitions alongside clean lines.",likes clean lines and clutter-free spaces,#D26DB6, #988EBF, #05CD80
95,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Beautifully styled, this living room offers textured feature walls paired with clean lines in a pure setting.",prefers simplicity and neutral palettes,#F0BA48, #31D899, #B8BE80
96,96,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Incorporating geometric shapes, this serene kitchen focuses on cotton armchairs to define the kitchen.",wants a calm and functional design,#3D942D, #010FFE, #FC088B
97,97,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"The interior of this bedroom uses glossy bedroom islands heavily, creating a streamlined atmosphere complete with clean lines.",prefers simplicity and neutral palettes,#54CD18, #16F567, #A2E072
98,98,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Incorporating colorful rugs, this earthy kitchen focuses on woven rugs to define the kitchen.",loves eclectic vibes and cozy textures,#69EFF4, #5F81E7, #11F7AC
99,99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"This kitchen embraces an earthy design, highlighted by rough feature walls.",likes vibrant colors and handmade decor,#41CD2D, #65AF53, #DFE7CB
100,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Designed with an uncluttered aesthetic, this bathroom showcases ceramic patios alongside geometric shapes.",likes clean lines and clutter-free spaces,#4F8CF6, #4A229D, #2DA553
101,101,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"The interior of this kitchen uses ceramic shower walls heavily, creating an edgy atmosphere complete with factory-style windows.","wants a modern, urban atmosphere",#372D4C, #272053, #797B1B
102,102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Beautifully styled, this bedroom offers heavy pillars paired with potted plants in an eclectic setting.",likes vibrant colors and handmade decor,#51323F, #4F6557, #B89A63
103,103,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Beautifully styled, this living room offers heavy feature walls paired with open layouts in a raw setting.",prefers raw textures and darker tones,#4CB09E, #67E824, #534DF3
104,104,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Beautifully styled, this bathroom offers rough cladding paired with high ceilings in a raw setting.",prefers raw textures and darker tones,#4CB2C6, #185857, #3641ED
105,105,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Beautifully styled, this living room offers clear coffee tables paired with bare walls in a simple setting.",likes clean lines and clutter-free spaces,#85560D, #D6E675, #0B85C6
106,106,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Beautifully styled, this living room offers patterned patios paired with organic forms in a hygge setting.",prefers light woods and natural fabrics,#1DEF7D, #84BF1C, #AC1945
107,107,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,A serene bedroom featuring premium stools and geometric shapes.,likes clean lines and clutter-free spaces,#8ADB2B, #8D422C, #362BC9
108,108,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Designed with a raw aesthetic, this bathroom showcases worn upholstery alongside exposed pipes.",likes metal finishes and exposed structures,#35AEB4, #F8B594, #3B6D87
109,109,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A stunning kitchen that mixes natural light with solid cabinetry for a truly airy feel.,prefers light woods and natural fabrics,#45CBC2, #546CFF, #D26553
110,110,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Beautifully styled, this kitchen offers polished kitchen vanities paired with muted colors in a functional setting.",wants warm minimalism and neutral colors,#626971, #E21B3D, #8F16B9
111,111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"The interior of this living room uses glossy backsplashes heavily, creating an utilitarian atmosphere complete with high ceilings.",prefers raw textures and darker tones,#ED5DF0, #0F3FFE, #4CCDBF
112,112,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"This kitchen embraces a clean design, highlighted by textured rugs.",prefers simplicity and neutral palettes,#AB141C, #139160, #1A1A2C
113,113,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A hygge bathroom featuring textured curtains and soft textiles.,prefers light woods and natural fabrics,#78FBFD, #4D752D, #8A6F77
